0.1588676511,78.25307615,0.1570128764,78.25554818
0.1743710255,78.21251947,0.1726447772,78.21484393
0.1897338258,78.17214362,0.1881278338,78.17433369
0.204956983,78.13194824,0.2034670145,78.13400671
0.2200414221,78.09193299,0.2186632409,78.0938627
0.2349880628,78.05209751,0.2337174283,78.05390142
0.2497978193,78.01244144,0.2486304862,78.01412258
0.2644716006,77.97296445,0.2634033179,77.97452593
0.2790103099,77.93366618,0.2780368205,77.93511122
0.2934148454,77.89454629,0.2925318854,77.89587819
0.3076861,77.85560443,0.3068893979,77.8568266
0.3218249611,77.81684026,0.3211102372,77.81795619
0.3358323111,77.77825343,0.3351952766,77.77926673
0.3497090272,77.73984361,0.3491453836,77.74075798
0.3634559815,77.70161045,0.3629614194,77.70242971
0.3770740409,77.66355362,0.3766442395,77.66428169
0.3905640673,77.62567277,0.3901946934,77.62631369
0.4039269176,77.58796758,0.4036136247,77.58852549
0.4171634438,77.5504377,0.416901871,77.55091689
0.4302744928,77.5130828,0.430060264,77.51348767
0.4432609068,77.47590255,0.4430896294,77.47623762
0.4561235229,77.43889662,0.455990787,77.43916656
0.4688631736,77.40206468,0.4687645506,77.40227428
0.4814806866,77.36540639,0.481411728,77.3655606
0.4939768847,77.32892144,0.4939331211,77.32902534
0.506352586,77.29260949,0.5063295256,77.29266833
0.5186086042,77.25647022,0.5186017314,77.25648939
0.5307457481,77.22050331,0.5307464137,77.22051978
0.542764822,77.18470843,0.5427703184,77.18476769
0.5546666255,77.14908526,0.5546815928,77.14919686
-0.1588676511,78.25307615,-0.1570128764,78.25554818
-0.1743710255,78.21251947,-0.1726447772,78.21484393
-0.1897338258,78.17214362,-0.1881278338,78.17433369
-0.204956983,78.13194824,-0.2034670145,78.13400671
-0.2200414221,78.09193299,-0.2186632409,78.0938627
-0.2349880628,78.05209751,-0.2337174283,78.05390142
-0.2497978193,78.01244144,-0.2486304862,78.01412258
-0.2644716006,77.97296445,-0.2634033179,77.97452593
-0.2790103099,77.93366618,-0.2780368205,77.93511122
-0.2934148454,77.89454629,-0.2925318854,77.89587819
-0.3076861,77.85560443,-0.3068893979,77.8568266
-0.3218249611,77.81684026,-0.3211102372,77.81795619
-0.3358323111,77.77825343,-0.3351952766,77.77926673
-0.3497090272,77.73984361,-0.3491453836,77.74075798
-0.3634559815,77.70161045,-0.3629614194,77.70242971
-0.3770740409,77.66355362,-0.3766442395,77.66428169
-0.3905640673,77.62567277,-0.3901946934,77.62631369
-0.4039269176,77.58796758,-0.4036136247,77.58852549
-0.4171634438,77.5504377,-0.416901871,77.55091689
-0.4302744928,77.5130828,-0.430060264,77.51348767
-0.4432609068,77.47590255,-0.4430896294,77.47623762
-0.4561235229,77.43889662,-0.455990787,77.43916656
-0.4688631736,77.40206468,-0.4687645506,77.40227428
-0.4814806866,77.36540639,-0.481411728,77.3655606
-0.4939768847,77.32892144,-0.4939331211,77.32902534
-0.506352586,77.29260949,-0.5063295256,77.29266833
-0.5186086042,77.25647022,-0.5186017314,77.25648939
-0.5307457481,77.22050331,-0.5307464137,77.22051978
-0.542764822,77.18470843,-0.5427703184,77.18476769
-0.5546666255,77.14908526,-0.5546815928,77.14919686
